,product-type,start-date,product-format,scene-centre,pixel-spacing,sensor,incidence-angle-high,image-pixels,sensor-mode,orbit-direction,polarization,corner-coordinates,processing-level,processor-version,product-id,public-good,image-lines,end-date,absolute-orbit,beam,delivery-date,processing-date,band,spatial-resolution,order-key,position,sequence-id,title,archive-visibility-start-date,incidence-angle-low,geodetic-terrain-height,processor-name,look-orientation,lut-applied,download_link
307,SGX,,,60.11666666666667 -63.65,8.0000 m,,,14189,,,HH,"(-64.86814444444444 60.514294444444445), (-62.83056388888889 60.70084166666667), (-62.494213888888886 59.72560555555556), (-64.47229166666666 59.54105833333333)",,,,,13803,,,Standard,,,C,,RS1_P0596897_S5_20100305_215306_HH_SGX,,4623507,,,,,,Right,,https://s3-ca-central-1.amazonaws.com/radarsat-r1-l1-cog/2010/3/RS1_P0596897_S5_20100305_215306_HH_SGX.tif
308,SGF,,,68.58333333333333 -134.98333333333332,12.500 m,,,12794,,,HH,"(-136.15848055555557 70.03011388888889), (-132.12359166666667 69.67861388888889), (-134.02029722222224 67.17512222222223), (-137.63866388888889 67.5011138888889)",,,,,23124,,,Wide,,,C,,RS1_P0596921_W2_20100308_153634_HH_SGF,,4626423,,,,,,Right,,https://s3-ca-central-1.amazonaws.com/radarsat-r1-l1-cog/2010/3/RS1_P0596921_W2_20100308_153634_HH_SGF.tif
309,SCN,,,36.93333333333333 -64.28333333333333,25.000 m,,,13992,,,HH,"(-61.546413888888885 39.55975833333333), (-65.55707222222222 40.17146388888889), (-66.88544444444445 34.33468888888889), (-63.16956944444444 33.723708333333335)",,,,,26444,,,ScanSAR Narrow,,,C,,RS1_P0596932_SCNA_20100319_102151_HH_SCN,,4597655,,,,,,Right,,https://s3-ca-central-1.amazonaws.com/radarsat-r1-l1-cog/2010/3/RS1_P0596932_SCNA_20100319_102151_HH_SCN.tif
310,SCN,,,37.13333333333333 -62.13333333333333,25.000 m,,,13994,,,HH,"(-59.40991111111111 39.68269722222222), (-63.42829444444444 40.29463611111111), (-64.72962222222222 34.588322222222224), (-61.002072222222225 33.977313888888894)",,,,,25854,,,ScanSAR Narrow,,,C,,RS1_P0596943_SCNA_20100309_101324_HH_SCN,,4623955,,,,,,Right,,https://s3-ca-central-1.amazonaws.com/radarsat-r1-l1-cog/2010/3/RS1_P0596943_SCNA_20100309_101324_HH_SCN.tif
311,SCN,,,36.61666666666667 -67.5,25.000 m,,,13988,,,HH,"(-64.79343055555556 39.213480555555556), (-68.78299444444444 39.82483055555556), (-70.09512777777778 34.040863888888886), (-66.39306944444445 33.42986944444444)",,,,,26204,,,ScanSAR Narrow,,,C,,RS1_P0596972_SCNA_20100322_103432_HH_SCN,,4626393,,,,,,Right,,https://s3-ca-central-1.amazonaws.com/radarsat-r1-l1-cog/2010/3/RS1_P0596972_SCNA_20100322_103432_HH_SCN.tif
312,SCN,,,38.63333333333333 -59.666666666666664,25.000 m,,,13982,,,HH,"(-56.86981388888889 41.22736944444445), (-60.97858888888889 41.83957222222222), (-62.31896666666667 36.05226944444444), (-58.52738611111111 35.44273611111111)",,,,,26225,,,ScanSAR Narrow,,,C,,RS1_P0596982_SCNA_20100323_100435_HH_SCN,,4624250,,,,,,Right,,https://s3-ca-central-1.amazonaws.com/radarsat-r1-l1-cog/2010/3/RS1_P0596982_SCNA_20100323_100435_HH_SCN.tif
313,SCN,,,37.61666666666667 -65.55,25.000 m,,,14278,,,HH,"(-66.41407777777778 33.28954722222222), (-62.64115555555556 33.91316388888889), (-64.48378055555555 41.96106944444445), (-68.68672222222223 41.335188888888894)",,,,,36455,,,ScanSAR Narrow,,,C,,RS1_P0596986_SCNA_20100311_221042_HH_SCN,,4624202,,,,,,Right,,https://s3-ca-central-1.amazonaws.com/radarsat-r1-l1-cog/2010/3/RS1_P0596986_SCNA_20100311_221042_HH_SCN.tif
314,SGX,,,56.28333333333333 -61.3,8.0000 m,,,14187,,,HH,"(-62.37756666666667 56.67635555555555), (-60.55081388888889 56.85702777777778), (-60.26301388888889 55.90783611111111), (-62.04460833333333 55.72831666666667)",,,,,13418,,,Standard,,,C,,RS1_P0596995_S5_20100312_214749_HH_SGX,,4624253,,,,,,Right,,https://s3-ca-central-1.amazonaws.com/radarsat-r1-l1-cog/2010/3/RS1_P0596995_S5_20100312_214749_HH_SGX.tif
315,SGX,,,57.483333333333334 -61.7,8.0000 m,,,14196,,,HH,"(-62.817305555555556 57.88194166666667), (-60.92894722222222 58.064338888888884), (-60.62981944444444 57.11445277777778), (-62.46940277777778 56.93343611111111)",,,,,13430,,,Standard,,,C,,RS1_P0596996_S5_20100312_214810_HH_SGX,,4624256,,,,,,Right,,https://s3-ca-central-1.amazonaws.com/radarsat-r1-l1-cog/2010/3/RS1_P0596996_S5_20100312_214810_HH_SGX.tif
316,SCN,,,40.65 -61.083333333333336,25.000 m,,,14260,,,HH,"(-61.91408611111111 36.15040833333333), (-58.01201944444445 36.771969444444444), (-60.000341666666664 45.15411944444444), (-64.42169166666667 44.524344444444445)",,,,,37985,,,ScanSAR Narrow,,,C,,RS1_P0596997_SCNA_20100322_215032_HH_SCN,,4626394,,,,,,Right,,https://s3-ca-central-1.amazonaws.com/radarsat-r1-l1-cog/2010/3/RS1_P0596997_SCNA_20100322_215032_HH_SCN.tif
317,SCN,,,40.483333333333334 -58.93333333333333,25.000 m,,,14142,,,HH,"(-60.17095555555555 37.41540833333333), (-56.236602777777776 38.03248055555555), (-57.545402777777774 43.55878611111111), (-61.81496388888888 42.93660277777777)",,,,,25044,,,ScanSAR Narrow,,,C,,RS1_P0597021_SCNA_20100312_214229_HH_SCN,,4624231,,,,,,Right,,https://s3-ca-central-1.amazonaws.com/radarsat-r1-l1-cog/2010/3/RS1_P0597021_SCNA_20100312_214229_HH_SCN.tif
318,SGF,,,58.11666666666667 -59.88333333333333,6.2500 m,,,8994,,,HH,"(-60.275419444444445 58.455194444444444), (-59.32804166666667 58.368677777777776), (-59.53144722222222 57.78044166666667), (-60.463225 57.866597222222225)",,,,,10646,,,Fine,,,C,,RS1_P0597050_F2N_20100326_101228_HH_SGF,,4626492,,,,,,Right,,https://s3-ca-central-1.amazonaws.com/radarsat-r1-l1-cog/2010/3/RS1_P0597050_F2N_20100326_101228_HH_SGF.tif
319,SGF,,,57.733333333333334 -60.016666666666666,6.2500 m,,,8993,,,HH,"(-60.406166666666664 58.04606111111111), (-59.46965277777778 57.95979166666667), (-59.65015555555556 57.430616666666666), (-60.57297500000001 57.516577777777776)",,,,,9565,,,Fine,,,C,,RS1_P0597051_F2N_20100326_101235_HH_SGF,,4626493,,,,,,Right,,https://s3-ca-central-1.amazonaws.com/radarsat-r1-l1-cog/2010/3/RS1_P0597051_F2N_20100326_101235_HH_SGF.tif
320,SGF,,,57.38333333333333 -60.13333333333333,6.2500 m,,,8991,,,HH,"(-60.51667222222222 57.69583333333333), (-59.58933888888889 57.60977777777778), (-59.76750277777778 57.08101944444445), (-60.681463888888885 57.16678611111111)",,,,,9556,,,Fine,,,C,,RS1_P0597052_F2N_20100326_101241_HH_SGF,,4626494,,,,,,Right,,https://s3-ca-central-1.amazonaws.com/radarsat-r1-l1-cog/2010/3/RS1_P0597052_F2N_20100326_101241_HH_SGF.tif
321,SGF,,,57.03333333333333 -60.25,6.2500 m,,,8990,,,HH,"(-60.62607777777778 57.34538611111111), (-59.70762222222223 57.25951944444444), (-59.883580555555554 56.731), (-60.78896666666667 56.81659166666666)",,,,,9551,,,Fine,,,C,,RS1_P0597053_F2N_20100326_101247_HH_SGF,,4624406,,,,,,Right,,https://s3-ca-central-1.amazonaws.com/radarsat-r1-l1-cog/2010/3/RS1_P0597053_F2N_20100326_101247_HH_SGF.tif
322,SGF,,,56.68333333333333 -60.35,6.2500 m,,,8987,,,HH,"(-60.73419444444445 56.99444166666667), (-59.82463055555556 56.908775), (-59.998358333333336 56.38079444444445), (-60.895152777777774 56.466208333333334)",,,,,9539,,,Fine,,,C,,RS1_P0597054_F2N_20100326_101253_HH_SGF,,4624405,,,,,,Right,,https://s3-ca-central-1.amazonaws.com/radarsat-r1-l1-cog/2010/3/RS1_P0597054_F2N_20100326_101253_HH_SGF.tif
323,SGF,,,56.36666666666667 -60.45,6.2500 m,,,8987,,,HH,"(-60.84105277777778 56.644669444444446), (-59.93987222222222 56.55916388888889), (-60.09245277777778 56.090580555555555), (-60.982525 56.17587222222222)",,,,,8475,,,Fine,,,C,,RS1_P0597055_F2N_20100326_101259_HH_SGF,,4626497,,,,,,Right,,https://s3-ca-central-1.amazonaws.com/radarsat-r1-l1-cog/2010/3/RS1_P0597055_F2N_20100326_101259_HH_SGF.tif
324,SCN,,,37.516666666666666 -63.1,25.000 m,,,13966,,,HH,"(-60.34543333333333 40.134230555555554), (-64.38250833333332 40.74465555555555), (-65.71315555555556 34.92800833333333), (-61.977780555555555 34.318875000000006)",,,,,26354,,,ScanSAR Narrow,,,C,,RS1_P0597058_SCNA_20100326_101729_HH_SCN,,4626330,,,,,,Right,,https://s3-ca-central-1.amazonaws.com/radarsat-r1-l1-cog/2010/3/RS1_P0597058_SCNA_20100326_101729_HH_SCN.tif
325,SGX,,,55.516666666666666 -60.016666666666666,8.0000 m,,,14458,,,HH,"(-61.127900000000004 55.90356944444444), (-59.31822777777778 56.13283888888889), (-58.94923055555555 55.16053611111111), (-60.71388888888889 54.9342)",,,,,13859,,,Standard,,,C,,RS1_P0597060_S2_20100316_213055_HH_SGX,,4626440,,,,,,Right,,https://s3-ca-central-1.amazonaws.com/radarsat-r1-l1-cog/2010/3/RS1_P0597060_S2_20100316_213055_HH_SGX.tif
326,SCN,,,37.68333333333333 -68.7,25.000 m,,,14205,,,HH,"(-69.56851944444445 33.386808333333335), (-65.81038888888888 34.00689444444444), (-67.64165277777778 42.00198888888889), (-71.82625555555555 41.379669444444446)",,,,,36215,,,ScanSAR Narrow,,,C,,RS1_P0597070_SCNA_20100314_222320_HH_SCN,,4611386,,,,,,Right,,https://s3-ca-central-1.amazonaws.com/radarsat-r1-l1-cog/2010/3/RS1_P0597070_SCNA_20100314_222320_HH_SCN.tif
327,SGX,,,53.93333333333333 -58.96666666666667,8.0000 m,,,12865,,,HH,"(-59.83954722222222 54.31935555555556), (-58.265505555555556 54.42026388888889), (-58.121202777777775 53.57680555555556), (-59.66328055555555 53.47457777777778)",,,,,11808,,,High Incidence,,,C,,RS1_P0597072_EH3_20100315_215938_HH_SGX,,4626405,,,,,,Right,,https://s3-ca-central-1.amazonaws.com/radarsat-r1-l1-cog/2010/3/RS1_P0597072_EH3_20100315_215938_HH_SGX.tif
328,SGX,,,55.13333333333333 -59.18333333333333,8.0000 m,,,12871,,,HH,"(-60.09187777777778 55.51374444444444), (-58.46935277777778 55.61283888888889), (-58.324644444444445 54.77021388888889), (-59.912813888888884 54.66983333333333)",,,,,11805,,,High Incidence,,,C,,RS1_P0597074_EH3_20100315_215958_HH_SGX,,4624224,,,,,,Right,,https://s3-ca-central-1.amazonaws.com/radarsat-r1-l1-cog/2010/3/RS1_P0597074_EH3_20100315_215958_HH_SGX.tif
329,SCN,,,38.983333333333334 -65.81666666666666,25.000 m,,,14364,,,HH,"(-62.560288888888884 42.84466666666667), (-66.89060277777779 43.477611111111116), (-68.83506666666666 35.13113611111111), (-64.98451111111112 34.50354166666666)",,,,,37830,,,ScanSAR Narrow,,,C,,RS1_P0597100_SCNA_20100329_102919_HH_SCN,,4624089,,,,,,Right,,https://s3-ca-central-1.amazonaws.com/radarsat-r1-l1-cog/2010/3/RS1_P0597100_SCNA_20100329_102919_HH_SCN.tif
330,SCN,,,40.88333333333333 -60.1,25.000 m,,,14254,,,HH,"(-60.94640277777778 36.44114722222222), (-57.031305555555555 37.062374999999996), (-59.00210277777778 45.34576944444445), (-63.43623888888889 44.71591111111111)",,,,,37539,,,ScanSAR Narrow,,,C,,RS1_P0597114_SCNA_20100329_214626_HH_SCN,,4626331,,,,,,Right,,https://s3-ca-central-1.amazonaws.com/radarsat-r1-l1-cog/2010/3/RS1_P0597114_SCNA_20100329_214626_HH_SCN.tif
331,SCN,,,41.06666666666667 -58.0,25.000 m,,,13998,,,HH,"(-55.14380277777778 43.47870555555556), (-59.407888888888884 44.09401666666667), (-60.70343888888889 38.657152777777775), (-56.775416666666665 38.047380555555556)",,,,,24644,,,ScanSAR Narrow,,,C,,RS1_P0597120_SCNA_20100330_095946_HH_SCN,,4626313,,,,,,Right,,https://s3-ca-central-1.amazonaws.com/radarsat-r1-l1-cog/2010/3/RS1_P0597120_SCNA_20100330_095946_HH_SCN.tif
332,SCN,,,37.63333333333333 -64.5,25.000 m,,,14202,,,HH,"(-65.33608888888888 33.259813888888885), (-61.58455277777778 33.879841666666664), (-63.452425000000005 42.03753888888889), (-67.63813333333334 41.4153)",,,,,36952,,,ScanSAR Narrow,,,C,,RS1_P0597125_SCNA_20100318_220630_HH_SCN,,4626479,,,,,,Right,,https://s3-ca-central-1.amazonaws.com/radarsat-r1-l1-cog/2010/3/RS1_P0597125_SCNA_20100318_220630_HH_SCN.tif
333,SGX,,,55.11666666666667 -59.083333333333336,8.0000 m,,,12769,,,HH,"(-59.82606666666667 55.58856111111111), (-58.21693333333334 55.49252222222222), (-58.388799999999996 54.66456111111111), (-59.96451666666667 54.761925)",,,,,11581,,,High Incidence,,,C,,RS1_P0597131_EH3_20100320_094812_HH_SGX,,4624060,,,,,,Right,,https://s3-ca-central-1.amazonaws.com/radarsat-r1-l1-cog/2010/3/RS1_P0597131_EH3_20100320_094812_HH_SGX.tif
334,SCN,,,40.8 -57.96666666666667,25.000 m,,,14148,,,HH,"(-59.21158888888889 37.738275), (-55.258358333333334 38.355694444444445), (-56.572138888888894 43.87994444444445), (-60.86596388888889 43.25696111111111)",,,,,25036,,,ScanSAR Narrow,,,C,,RS1_P0597134_SCNA_20100319_213823_HH_SCN,,4624052,,,,,,Right,,https://s3-ca-central-1.amazonaws.com/radarsat-r1-l1-cog/2010/3/RS1_P0597134_SCNA_20100319_213823_HH_SCN.tif
335,SGX,,,55.4 -59.8,8.0000 m,,,13976,,,HH,"(-60.557361111111106 56.001416666666664), (-58.785577777777775 55.8628), (-59.07188055555556 54.80589444444444), (-60.79638333333333 54.94497777777777)",,,,,14848,,,Standard,,,C,,RS1_P0597149_S7_20100323_100038_HH_SGX,,4624254,,,,,,Right,,https://s3-ca-central-1.amazonaws.com/radarsat-r1-l1-cog/2010/3/RS1_P0597149_S7_20100323_100038_HH_SGX.tif
336,SCN,,,37.71666666666667 -67.66666666666667,25.000 m,,,14204,,,HH,"(-68.51633888888888 33.38644722222222), (-64.75876944444444 34.00651944444444), (-66.60864722222222 42.07811666666667), (-70.79755833333333 41.455713888888894)",,,,,36562,,,ScanSAR Narrow,,,C,,RS1_P0597180_SCNA_20100321_221908_HH_SCN,,4626352,,,,,,Right,,https://s3-ca-central-1.amazonaws.com/radarsat-r1-l1-cog/2010/3/RS1_P0597180_SCNA_20100321_221908_HH_SCN.tif
337,SGF,,,47.483333333333334 -96.58333333333333,12.500 m,,,15008,,,HH,"(-98.07155277777777 48.053875), (-95.60149999999999 48.412844444444445), (-95.14945833333334 46.91166666666666), (-97.54550555555555 46.55715555555555)",,,,,13652,,,Wide,,,C,,RS1_P0597197_W1_20100322_000403_HH_SGF,,4624190,,,,,,Right,,https://s3-ca-central-1.amazonaws.com/radarsat-r1-l1-cog/2010/3/RS1_P0597197_W1_20100322_000403_HH_SGF.tif
338,SGF,,,48.86666666666667 -97.05,12.500 m,,,15044,,,HH,"(-98.55578888888888 49.37641111111111), (-96.01495833333334 49.739866666666664), (-95.58382777777777 48.35672777777778), (-98.05132222222223 47.99789444444445)",,,,,12586,,,Wide,,,C,,RS1_P0597198_W1_20100322_000426_HH_SGF,,4624195,,,,,,Right,,https://s3-ca-central-1.amazonaws.com/radarsat-r1-l1-cog/2010/3/RS1_P0597198_W1_20100322_000426_HH_SGF.tif
339,SGF,,,50.3 -97.55,12.500 m,,,15081,,,HH,"(-99.15311111111112 50.93581388888889), (-96.52229166666666 51.305211111111106), (-95.99696388888889 49.684216666666664), (-98.53491388888888 49.32093888888889)",,,,,14759,,,Wide,,,C,,RS1_P0597199_W1_20100322_000453_HH_SGF,,4626382,,,,,,Right,,https://s3-ca-central-1.amazonaws.com/radarsat-r1-l1-cog/2010/3/RS1_P0597199_W1_20100322_000453_HH_SGF.tif
340,SCN,,,37.63333333333333 -69.73333333333333,25.000 m,,,14204,,,HH,"(-70.58668333333333 33.26818055555555), (-66.83423888888889 33.888219444444445), (-68.69401111111111 42.01265277777778), (-72.87872222222222 41.390430555555554)",,,,,36801,,,ScanSAR Narrow,,,C,,RS1_P0598101_SCNA_20100331_222732_HH_SCN,,4626360,,,,,,Right,,https://s3-ca-central-1.amazonaws.com/radarsat-r1-l1-cog/2010/3/RS1_P0598101_SCNA_20100331_222732_HH_SCN.tif
341,SGX,,,74.71666666666667 -95.06666666666666,3.1250 m,,,18683,,,HH,"(-96.326225 74.90866944444446), (-94.3885388888889 75.05457777777778), (-93.85199166666666 74.53406111111111), (-95.73025 74.391925)",,,,,19273,,,Fine,,,C,,RS1_W0596634_F1N_20100302_232524_HH_SGX,,4626188,,,,,,Right,,https://s3-ca-central-1.amazonaws.com/radarsat-r1-l1-cog/2010/3/RS1_W0596634_F1N_20100302_232524_HH_SGX.tif
342,SGX,,,45.9 -66.51666666666667,3.1250 m,,,17823,,,HH,"(-66.80894166666667 46.207594444444446), (-66.09793055555555 46.123980555555555), (-66.22816666666667 45.60795), (-66.93244722222222 45.69163333333333)",,,,,18618,,,Fine,,,C,,RS1_W0596700_F2_20100305_102831_HH_SGX,,4624043,,,,,,Right,,https://s3-ca-central-1.amazonaws.com/radarsat-r1-l1-cog/2010/3/RS1_W0596700_F2_20100305_102831_HH_SGX.tif
343,SGF,,,50.38333333333333 -83.53333333333333,12.500 m,,,9023,,,HH,"(-84.43599166666667 50.78511111111111), (-82.85080277777777 50.93060555555555), (-82.65128055555556 49.996608333333334), (-84.20503333333333 49.850408333333334)",,,,,8400,,,Standard,,,C,,RS1_W0596745_S7_20100305_233100_HH_SGF,,4624054,,,,,,Right,,https://s3-ca-central-1.amazonaws.com/radarsat-r1-l1-cog/2010/3/RS1_W0596745_S7_20100305_233100_HH_SGF.tif
344,SGX,,,45.416666666666664 -75.85,3.1250 m,,,16135,,,HH,"(-76.22770833333334 45.63189444444445), (-75.58876111111111 45.70325277777778), (-75.47741666666667 45.20531944444445), (-76.11062777777778 45.13381111111111)",,,,,17937,,,Fine,,,C,,RS1_W0596747_F4N_20100306_230010_HH_SGX,,4598084,,,,,,Right,,https://s3-ca-central-1.amazonaws.com/radarsat-r1-l1-cog/2010/3/RS1_W0596747_F4N_20100306_230010_HH_SGX.tif
345,SGF,,,50.11666666666667 -85.36666666666666,12.500 m,,,8961,,,HH,"(-86.02258888888889 50.68398333333333), (-84.46649444444445 50.50263888888889), (-84.75202222222222 49.566900000000004), (-86.27737499999999 49.74766944444445)",,,,,8470,,,Standard,,,C,,RS1_W0596750_S4_20100309_115112_HH_SGF,,4624217,,,,,,Right,,https://s3-ca-central-1.amazonaws.com/radarsat-r1-l1-cog/2010/3/RS1_W0596750_S4_20100309_115112_HH_SGF.tif
346,SGF,,,50.13333333333333 -84.31666666666666,12.500 m,,,9252,,,HH,"(-85.28158888888889 50.495311111111114), (-83.68367500000001 50.71302222222222), (-83.3819861111111 49.77211666666667), (-84.94761111111112 49.55618055555555)",,,,,8559,,,Standard,,,C,,RS1_W0596759_S2_20100309_231419_HH_SGF,,4624235,,,,,,Right,,https://s3-ca-central-1.amazonaws.com/radarsat-r1-l1-cog/2010/3/RS1_W0596759_S2_20100309_231419_HH_SGF.tif
347,SGX,,,53.25 -106.1,8.0000 m,,,13764,,,HH,"(-107.0570361111111 53.652049999999996), (-105.4086 53.80450555555555), (-105.1793888888889 52.86640833333333), (-106.79158888888888 52.71389444444445)",,,,,13210,,,Standard,,,C,,RS1_W0596760_S6_20100310_005550_HH_SGX,,4624242,,,,,,Right,,https://s3-ca-central-1.amazonaws.com/radarsat-r1-l1-cog/2010/3/RS1_W0596760_S6_20100310_005550_HH_SGX.tif
348,SGF,,,50.43333333333333 -83.16666666666667,12.500 m,,,8717,,,HH,"(-83.8335861111111 50.972636111111115), (-82.30303333333333 50.82288611111112), (-82.54494444444444 49.89963888888889), (-84.04545277777778 50.04974166666666)",,,,,8311,,,Standard,,,C,,RS1_W0596805_S6_20100313_113424_HH_SGF,,4626310,,,,,,Right,,https://s3-ca-central-1.amazonaws.com/radarsat-r1-l1-cog/2010/3/RS1_W0596805_S6_20100313_113424_HH_SGF.tif
349,SGX,,,53.13333333333333 -105.73333333333333,8.0000 m,,,11590,,,HH,"(-106.40847777777779 53.42520277777778), (-105.01916388888888 53.36000833333333), (-105.09379166666666 52.86241388888889), (-106.46690555555556 52.92881944444444)",,,,,6935,,,High Incidence,,,C,,RS1_W0596823_EH6_20100314_124510_HH_SGX,,4626342,,,,,,Right,,https://s3-ca-central-1.amazonaws.com/radarsat-r1-l1-cog/2010/3/RS1_W0596823_EH6_20100314_124510_HH_SGX.tif
350,SCW,,,45.75 -67.11666666666666,50.000 m,,,9693,,,HH,"(-63.40528888888889 47.31494444444444), (-69.7542611111111 48.12581388888889), (-70.62966388888889 44.193886111111105), (-64.71000277777777 43.389152777777774)",,,,,8905,,,ScanSAR Wide,,,C,,RS1_W0596866_SCWB_20100315_103626_HH_SCW,,4626417,,,,,,Right,,https://s3-ca-central-1.amazonaws.com/radarsat-r1-l1-cog/2010/3/RS1_W0596866_SCWB_20100315_103626_HH_SCW.tif
351,SGF,,,50.63333333333333 -83.56666666666666,12.500 m,,,8836,,,HH,"(-84.20625277777778 51.20548055555556), (-82.65713055555557 51.018483333333336), (-82.95931666666667 50.08134166666667), (-84.47717777777778 50.267424999999996)",,,,,8501,,,Standard,,,C,,RS1_W0596872_S3_20100316_114651_HH_SGF,,4623982,,,,,,Right,,https://s3-ca-central-1.amazonaws.com/radarsat-r1-l1-cog/2010/3/RS1_W0596872_S3_20100316_114651_HH_SGF.tif
352,SGF,,,50.11666666666667 -84.21666666666667,12.500 m,,,9394,,,HH,"(-85.19330833333333 50.476755555555556), (-83.57523888888889 50.710708333333336), (-83.25723333333333 49.77919444444444), (-84.84218055555554 49.54761944444444)",,,,,8496,,,Standard,,,C,,RS1_W0596875_S1_20100316_231010_HH_SGF,,4626287,,,,,,Right,,https://s3-ca-central-1.amazonaws.com/radarsat-r1-l1-cog/2010/3/RS1_W0596875_S1_20100316_231010_HH_SGF.tif
353,SGF,,,50.3 -84.83333333333333,12.500 m,,,14440,,,HH,"(-85.8503611111111 51.16658888888889), (-83.33725277777778 50.81861666666667), (-83.85416666666666 49.44212777777778), (-86.29199444444444 49.785469444444445)",,,,,12568,,,Wide,,,C,,RS1_W0596946_W1_20100319_115925_HH_SGF,,4624210,,,,,,Right,,https://s3-ca-central-1.amazonaws.com/radarsat-r1-l1-cog/2010/3/RS1_W0596946_W1_20100319_115925_HH_SGF.tif
354,SGF,,,50.4 -83.7,12.500 m,,,9073,,,HH,"(-84.63315277777777 50.78704722222222), (-83.04616666666666 50.963658333333335), (-82.80186666666667 50.031188888888884), (-84.35737777777777 49.854930555555555)",,,,,8424,,,Standard,,,C,,RS1_W0597007_S5_20100319_232243_HH_SGF,,4624227,,,,,,Right,,https://s3-ca-central-1.amazonaws.com/radarsat-r1-l1-cog/2010/3/RS1_W0597007_S5_20100319_232243_HH_SGF.tif
355,SGX,,,53.18333333333333 -106.21666666666667,8.0000 m,,,14229,,,HH,"(-107.22339166666667 53.57188055555556), (-105.53065555555555 53.760725), (-105.25246111111112 52.82277222222223), (-106.9080388888889 52.63498888888889)",,,,,13271,,,Standard,,,C,,RS1_W0597012_S4_20100324_004729_HH_SGX,,4626449,,,,,,Right,,https://s3-ca-central-1.amazonaws.com/radarsat-r1-l1-cog/2010/3/RS1_W0597012_S4_20100324_004729_HH_SGX.tif
356,SGF,,,50.266666666666666 -83.93333333333334,12.500 m,,,10513,,,HH,"(-84.994275 50.71876944444445), (-83.15444444444445 50.91115833333333), (-82.8940638888889 49.834), (-84.692025 49.64156944444444)",,,,,9718,,,Wide,,,C,,RS1_W0597023_W3_20100312_232652_HH_SGF,,4623966,,,,,,Right,,https://s3-ca-central-1.amazonaws.com/radarsat-r1-l1-cog/2010/3/RS1_W0597023_W3_20100312_232652_HH_SGF.tif
357,SGX,,,53.28333333333333 -105.31666666666666,8.0000 m,,,14685,,,HH,"(-106.37602222222222 53.64250833333333), (-104.64076666666668 53.88423611111111), (-104.28876111111111 52.950211111111116), (-105.98470277777778 52.711513888888895)",,,,,13336,,,Standard,,,C,,RS1_W0597083_S1_20100328_003051_HH_SGX,,4624149,,,,,,Right,,https://s3-ca-central-1.amazonaws.com/radarsat-r1-l1-cog/2010/3/RS1_W0597083_S1_20100328_003051_HH_SGX.tif
358,SCN,,,45.28333333333333 -76.73333333333333,25.000 m,,,12442,,,HH,"(-74.36219722222222 46.549702777777775), (-78.37559722222221 47.03058055555555), (-79.02550555555555 44.04718333333333), (-75.21769444444445 43.56473333333333)",,,,,13479,,,ScanSAR Narrow,,,C,,RS1_W0597147_SCNB_20100331_111022_HH_SCN,,4626346,,,,,,Right,,https://s3-ca-central-1.amazonaws.com/radarsat-r1-l1-cog/2010/3/RS1_W0597147_SCNB_20100331_111022_HH_SCN.tif
359,SCW,2010-04-01T12:21:26.558000,CEOS,POINT(-93.870398 45.435394),-1.0,RADARSAT-1,49,,ScanSAR Wide,Descending,HH,"POLYGON((-89.58693 47.268735,-96.925785 48.177713,-97.868835 43.600282,-91.100044 42.694845,-89.58693 47.268735))",l1,V 7.8.1,A0597159,False,,2010-04-01T12:22:44.734000,75202.0,ScanSAR Wide A (W1 W2 W3 S7),,,C,100.0,RS1_A0597159_SCWA_20100401_122126_HH_SCW01f,SCWA,4624081,rsat1_20100401_N4543W09387,,19,0.0,MSSAR,Right,Ice,https://s3-ca-central-1.amazonaws.com/radarsat-r1-l1-cog/2010/4/RS1_A0597159_SCWA_20100401_122126_HH_SCW01F.tif
360,SCW,2010-04-01T14:01:26.187000,CEOS,POINT(-118.382901 47.978005),-1.0,RADARSAT-1,49,,ScanSAR Wide,Descending,HH,"POLYGON((-113.846196 49.957823,-121.545419 50.866775,-122.574575 45.99339,-115.565415 45.094031,-113.846196 49.957823))",l1,V 7.8.1,A0597160,False,,2010-04-01T14:02:49.472000,75203.0,ScanSAR Wide A (W1 W2 W3 S7),,,C,100.0,RS1_A0597160_SCWA_20100401_140126_HH_SCW01f,SCWA,4624091,rsat1_20100401_N4797W11838,,19,0.0,MSSAR,Right,Ice,https://s3-ca-central-1.amazonaws.com/radarsat-r1-l1-cog/2010/4/RS1_A0597160_SCWA_20100401_140126_HH_SCW01F.tif
361,SCN,2010-04-01T10:41:28.611000,CEOS,POINT(-69.72664 43.958824),-1.0,RADARSAT-1,46,,ScanSAR Narrow,Descending,HH,"POLYGON((-67.517584 44.812729,-71.395498 45.293125,-71.865599 43.105781,-68.127879 42.623662,-67.517584 44.812729))",l1,V 7.8.1,A0597166,False,,2010-04-01T10:42:05.908000,75201.0,ScanSAR Narrow B (W2 S5 S6),,,C,50.0,RS1_A0597166_SCNB_20100401_104128_HH_SCN01f,SCNB,4626312,rsat1_20100401_N4395W06972,,30,0.0,MSSAR,Right,Ice,https://s3-ca-central-1.amazonaws.com/radarsat-r1-l1-cog/2010/4/RS1_A0597166_SCNB_20100401_104128_HH_SCN01F.tif
